F0_M,F0_D,F1_M,F1_D,F2_M,F2_D,F3_M,F3_D,F4_M,F4_D,MFCC_M1,MFCC_D1,MFCC_M2,MFCC_D2,MFCC_M3,MFCC_D3,MFCC_M4,MFCC_D4,MFCC_M5,MFCC_D5,MFCC_M6,MFCC_D6,MFCC_M7,MFCC_D7,MFCC_M8,MFCC_D8,MFCC_M9,MFCC_D9,MFCC_M10,MFCC_D10,MFCC_M11,MFCC_D11,MFCC_M12,MFCC_D12,EMOTION
192.05242120173392,2404.2685893267007,868.534879772954,60968.53349638914,1694.3960218826119,132766.61526477328,3075.772322777513,65161.60648304789,4071.6150070159824,107662.1255165575,132.01105680853678,5341.304911369382,-31.730286653769355,4776.958296767048,-5.450319292654344,855.7398495577622,-33.74479486525327,2670.8111965652924,20.524446855939907,647.209246459059,-19.67104183967003,579.8870437617583,-17.067370459327144,704.4781843288259,-19.12093513704813,367.04550368383093,3.0848497287606285,205.23933394155378,-27.514178643740753,509.07779799724193,-5.267273858995691,444.0740858187917,-11.974930187098158,198.74332029631069,N
222.34701102907817,2698.123399453482,497.13741517039296,39965.61468513904,1956.3886300795145,35908.747686049515,3082.044535211621,36668.71919385921,4320.088423145761,90871.37196477139,96.87265940360065,3567.5553812123203,11.81047261883827,1789.3603695595255,6.471945314159009,894.9055835635747,-38.01420937740872,855.4771705643655,-53.61745509273439,2039.761827935405,-68.25187387476326,1039.3294388738445,-23.986539531585436,782.0240600249301,-34.864731756344774,607.1905436584636,-27.03850495727663,475.76259829688865,-42.49614625240125,275.1509562608577,-11.39761632879783,226.74741436629503,-12.299694966730643,458.2695323637775,A
214.62492748784211,829.5950706890237,571.3871147900472,59214.146044539535,2142.105810735703,134832.68929802076,3145.215814094888,73718.44280342953,4249.6890252951125,225833.23910781057,100.17133701094721,1862.0375893544947,30.4593370876149,5999.318419436508,24.93474968709019,2755.0836075681036,-50.10654806874477,1546.624151271554,-38.20164709046838,1461.5843302861424,-36.468570809316894,812.2209665138608,-8.084420651345374,337.31476217877673,-35.43052225973017,356.76731950513215,-4.936145058187025,210.2700423593478,-37.26113652652802,383.71496612614146,-16.45001471545909,364.0843904136093,-21.897615631663168,191.85219081063772,B
224.3266285908389,650.3308562833652,596.1668220929357,89412.69220856133,2105.461947174448,191949.51397217423,3126.7052213771394,118549.5255589787,4115.83137959757,297790.9352999123,99.68791457154187,2410.257253232512,28.97269046821557,6738.503395628527,35.09098202114736,2455.0309466850604,-58.69954265988594,2072.315224296302,-31.193593595216463,1283.290527425846,-47.49210231115469,704.0244619272928,-10.167242539874277,781.3255322662313,-41.79783415007206,379.27751236245496,-0.6632810982251557,255.98527746794372,-40.59277191685489,521.7436327729655,-18.8444730639016,402.08601763827403,-21.1621963773042,265.53913030472256,B
223.70956505388904,940.2988523162295,618.8490790889654,86909.77402487888,1947.6047341794306,223817.2802863115,3133.5950533159917,148409.13836501792,4304.266056414407,220115.47676765008,111.63417085848458,2004.3938847126299,20.221705489872573,4938.230683003012,7.178632796658847,3805.7978696411687,-54.09940351217689,1799.8230254758075,-17.220758471706507,2452.449080322298,-54.861058777162505,609.9671581006944,-9.178140955833497,561.6007970412254,-36.59753522225817,413.86510967243265,0.41130578293484343,177.91952946922623,-41.9364076593956,514.7665047959697,-18.31073702730473,301.45442563507487,-19.55342609621577,303.1958978374722,B
224.61086692926094,1579.2831420353587,746.2679711554612,203505.57368748562,2110.439842477709,128557.18011902577,3141.6481903659724,133299.98524420374,4341.252126304251,142499.12650180544,108.36475476043444,2707.17153632318,3.89349283331986,4373.984120997848,25.453821712745246,965.8051526125525,-38.51480122227081,2317.2620865662084,-18.604722328308892,1384.6531869865091,-56.90611423903911,1340.3295485491262,-16.215339954399354,497.30755937692203,-45.360808388693094,676.0957111145597,-11.507676969679839,241.40960461521703,-33.7784417055394,408.2826225647703,-11.402158779296188,246.52095200329904,-27.659080891282937,343.9407599393933,N
216.3889741413452,214.76223601524026,594.3365931921671,70047.04578483659,1909.013927782114,183418.18595435377,3048.2305300686935,65315.74472695034,4177.972551430328,285956.53585190844,137.65536072119528,2765.7169893871514,-7.765903534638726,6251.023124150772,33.03372928875896,1024.2843190817994,-57.632527986573194,1442.5912201786239,-11.574122311613586,885.5402248005644,-49.37751722701077,744.8387421850953,-13.411697541643186,513.0936106998694,-54.58947401337529,776.843515445431,2.7792087325807553,276.34833097287014,-51.7281701579647,315.6574341331007,-9.110073657874267,280.0408184814921,-23.106046443163624,319.4526118357245,N
214.96748780186192,288.563414748267,676.4289073290864,116497.98100697098,1938.9232663650166,120307.8438962792,3077.0779624678976,59731.54639963104,4178.983081906264,223542.70520577696,108.89855500276511,3522.3645908061917,-0.6440694338108964,3681.561434111925,31.513747478059603,1016.5802158816625,-43.00601321772039,2187.3827026044833,-4.623593097549592,840.7245422335516,-44.13364743372066,845.1431010015315,-4.654791281408184,572.5122748339987,-41.465854000785114,919.5945589624747,1.9898465206800453,261.4129025635254,-48.81286078474832,596.3380151883524,-3.80713639295814,351.2105071758335,-21.77574961105135,329.1230196590591,N
167.8479210655417,243.63148564155102,599.3305231151311,74694.02580314619,1902.2100879811865,115249.62278664284,3172.0669765217867,234025.58642501998,4348.136704786657,255717.60877667382,49.041481855653494,5744.949168672349,14.346608919267114,1345.3303108651394,-4.53284842336879,1825.986902970684,-24.555904132346186,1115.6226333237373,-45.34635205721862,1599.668256392294,-49.90183110528856,1079.0479880632854,-26.377636292781915,957.3712935461491,-39.24235983597541,758.0347806713853,-13.28626117119078,348.7606822675447,-18.764707728541673,455.0977737829901,10.008670941615966,397.48285973328143,5.757958228197027,359.2276952283998,A
186.71632515663114,358.77179447333515,587.4700479315219,42540.1940971347,1799.3680365038638,170164.48534598647,3007.063780726251,95099.15933724071,4225.49889690771,157255.53660666564,110.63763688991197,4553.644162743846,-24.546282046837565,4288.668788583329,-11.736961269829207,1770.3421121543395,-74.81412881699949,2855.0595738712095,-28.27152456946473,1257.6827245814875,-62.3422369919008,1043.4345388354695,-19.387759980341606,859.8803263384755,-43.53143192513874,1028.2221623918945,-2.021498963423281,268.07632431408973,-16.984760678878175,413.5725514225474,12.885119994584901,398.54222528055203,24.145774635789596,683.0920046692717,A
167.99817357830054,240.71426018690525,500.89705562354976,43360.64208979557,1843.1541246848517,117048.98345756302,3143.999198573505,277456.84557600645,4399.821201111699,314521.32435045775,68.25213867843947,5617.273547639594,12.28682576456539,1606.4110007972292,-9.71436549565497,2149.650440279507,-29.39634632324486,1276.8591547602055,-58.03522908125319,1349.7381060012535,-58.732489341123696,1012.752717657773,-35.380330186525086,850.4837323360942,-47.15530284780578,658.523036120536,-16.951536051304643,359.37950382840563,-20.10792116637231,548.1568783014069,9.933821407524439,486.27552773598967,7.809717446714545,413.6383529082579,A
227.9805442827974,266.15719538273146,697.8861500942642,123556.09327294577,1835.2496051312241,195048.0580058129,3095.5977626547933,90216.69554361772,4154.118010647892,150824.22523407204,118.73711269901607,6609.148415968291,-0.11119010051715318,2945.378760564827,11.308284530057904,2359.1531586786173,-35.67436770533569,2412.2077771267614,-0.9076367221756396,1086.2345295060422,-40.478083155686235,1195.4047983896594,-27.868448892787562,995.1899128967844,-31.09096459910349,609.804557163673,-8.846491230402759,423.65577852174533,-26.552310500126367,519.2909779236267,-17.64514022734643,569.6976848580744,-18.04473147372544,424.9618792488602,N
221.62936249932713,186.52007873550747,701.0844755191475,126962.4878838791,1895.0392299447383,203919.52627925173,3101.200920949737,107346.84429736187,4188.746096189194,179660.48048258448,105.59382097746702,5984.332792853079,10.34013058549139,2553.755995284679,12.762271017523217,1666.5766938766278,-30.169365320780074,1831.4341505225136,-3.8062000532318288,1110.947494834528,-39.040446164978626,1111.996286080399,-18.245169963139652,915.648938796502,-38.262840497792496,716.3893313372422,-0.7895014346587816,480.3364168016543,-26.73559720925877,556.6191939495725,-14.24437647234872,458.38193680145,-20.163779376971853,358.27128639052864,N
223.7630846517198,1285.442755005844,688.3683429223453,162262.3741447128,1850.349726323838,263311.3332204463,3300.806372201924,185536.65265863593,4347.609621032219,281679.79359230376,78.11619532578699,6891.534113230883,53.89282865088496,1800.3977509762146,-8.889630442650455,2110.7626148224317,-24.457939413412536,2073.7443401209766,-14.20227357340251,1417.0524492131951,-23.315313526146905,652.8182423518456,-32.77621383903694,1275.017726987688,-24.44942117437054,426.5902789005249,-10.169914634701078,301.92339126565776,-25.940438426643,432.92887769109234,-9.44225976037191,515.5406147063161,-5.757504719865333,405.69951295341025,A
225.83004102755334,1632.7886772490358,707.0757139481151,192499.7607806235,1909.6750420989936,296416.04241925624,3158.34709601297,226115.2187772397,4242.653885546912,148098.09948747838,104.18529036932219,6866.804710584317,52.636572929289464,2024.9199554226082,0.13478688912849193,2372.022045212854,-17.870131969525705,1853.1699813874302,-4.988032097214172,1020.7302200574056,-30.160853674621784,606.1521060245663,-13.916086843285473,544.1702203713678,-39.93497655929673,447.4234504830985,-14.526733823669463,294.26418717691257,-24.35345415046209,388.90943061630213,-8.055082269505188,348.0767406511608,-14.803646647210336,374.11500419873454,A
189.9257282430305,862.0343184054854,743.086522431935,112765.00480527822,1756.2232944343887,246681.3587869633,3169.3921802527766,167956.47769404872,4234.816532850625,80085.47625579615,74.69512431747113,12437.230775246433,29.4158385328156,3473.708326956597,-34.918540382440106,2796.083310260098,-40.339500004961806,2135.647305088261,5.190230107139637,898.4675430984166,-51.15536671090163,792.0283559998136,-27.62818527820136,632.9713841157763,-28.649514666295694,408.27106356459035,-6.030933837388914,617.971833768871,-27.970548218942117,416.2884193651663,-20.646390251256015,565.2055743991741,-13.179920464780633,257.16048795184656,B
219.18838074138876,1465.694291991629,766.2899837350033,94718.02519257068,1712.618670127153,84366.19221470653,2983.1403525403066,66947.36206429337,4071.1094296680412,130588.3366312044,65.33525543575078,6194.33773570594,-17.212967592730212,4634.628520877595,-29.408712480337822,919.2266958858218,-20.533225614651386,2017.641257475899,-27.45221105194323,2028.032327523869,-40.24512687457387,642.7879345079582,-39.90120069317425,1731.0617704695658,-10.414444160671055,314.98909690046986,1.846235386786635,737.7163490210074,-28.1693703096559,326.44534724197666,-23.263299860754607,459.60402938829816,-25.497404995024958,497.7203171411798,F
221.59076388931632,1369.878213926317,792.4217405618823,106146.43377421844,1691.4599195652759,89363.30535038201,2953.813700479839,148819.8544506009,4172.3094226444055,160180.53965464808,65.6993479908423,8889.437722253579,0.050677068907764744,3915.7627541619454,-41.052636009395265,1411.1615581200374,-5.447097198145726,1445.5746447283423,-17.151237527073448,1410.1854774742467,-42.76041971811827,651.3502513493863,-30.61629320223022,1578.00188994849,-22.3427698806116,528.8552851067138,8.238214090697335,649.7149371961368,-20.0544408853013,348.6193608301388,-15.823712975475727,423.2889944109543,-23.84057487754322,420.50780251538833,F
214.77736142068755,1338.441015090091,837.0336344403916,99059.13978229761,1777.4422570071094,124820.2016663224,2989.0754251170497,126481.1611567086,4253.876213996912,146143.89145939247,69.28898173628365,10319.05707867246,-0.5372436078857726,4041.5818484778756,-34.58017417687577,1762.1777228394644,-3.677979031837219,1547.5403391617365,-12.381581677507693,1594.8783131557493,-32.58095365842409,632.1156953119402,-24.280715416445407,1398.092980356834,-28.193469294574243,594.2928296950346,0.31147967904132595,582.2359207189264,-18.82584010135896,237.6384110111811,-18.070768332623445,495.58562992033774,-20.92381315912324,301.35248591123803,F
217.22460748939366,1404.6847503783204,781.7288875324028,132586.29403178225,1710.0038047496214,114105.15444311847,2982.0891154818187,229550.91450188315,4189.4659131003355,145456.80379080822,78.217506521548,10574.032113896963,1.5710026056911128,4206.963570739689,-38.17340031534014,1603.9144466905082,-7.184749267798459,1390.5605490419425,-16.180502022471444,1371.2418864379638,-41.56982047965058,620.9444881964611,-26.77694325216268,1105.3103869560125,-29.494262632107716,468.77148723880646,-5.620689285248916,572.8166456925773,-18.8657641120939,457.527590991008,-23.204344876596075,409.2744759491882,-27.036710758336348,254.64379721345466,F
241.32407184210592,558.0323914153201,667.3428164522874,46596.84148791532,1753.0043244789213,73148.23433140958,3026.5937108517637,74725.72108377349,3948.9910121639055,189012.68562463697,68.72140949416126,8248.173159436783,-68.56818796118512,6979.721447938675,-34.50918926167586,770.1745036334579,-81.49229257254933,2479.785911975836,-33.87492760777993,1060.9371404072608,-52.738814748092125,636.2921635518645,-35.99900047279373,805.2324695366935,-3.143852149918425,445.44690160466826,-14.371539866470812,1053.0780919065717,-9.395889492246058,1465.5952781106091,-11.277564469150027,1361.0776979186542,19.340972295207546,1052.9359931172412,J
234.52930399223575,757.5934855688279,709.3381009301564,55156.2214349019,1862.5640552750701,97618.33882715189,3116.1038836536995,52206.25894223373,3984.714608912465,157016.52503329655,64.88625850175909,8839.72914462647,-26.98143954047687,5950.43467137855,-20.904406362972747,1628.1320713743237,-65.54057394590798,3038.9513947497708,-35.00879528643351,1299.5842787569475,-32.23090350809367,1190.1503118357382,-22.81923831862049,1333.8575621814648,0.26542744372528004,518.8620914744818,-3.5429564427098392,969.769122063044,-18.836457570286786,1124.9569273198804,5.614690488749167,970.7706850867585,10.38926815037578,640.7636308167273,J
235.8155204684563,552.7437261952933,625.2454455263681,35112.15192027773,1790.5515003659355,59265.42151294992,3010.5443509608695,30480.339441824846,3931.8312475901857,215115.25877062636,59.74874263715671,7732.592771946108,-58.69468770505944,6047.802504873195,-29.730322723537242,1461.3259892019307,-82.54945082893764,1891.8931205990427,-54.009976107091056,933.872719859965,-52.45516898121064,756.1778924215815,-23.16277634924433,1102.9937920695634,3.144381156216171,528.3946798414041,4.026901522310285,1176.669995385669,-21.690693324924357,1289.4344089856984,3.597303243184053,1430.1315097213478,19.591225180791724,813.6758461919268,J
220.6733004943647,1263.2945605820698,664.645162778039,57242.54510783204,1816.6028360361104,78112.14263298118,3022.7624491687848,53362.42264881141,3885.8926381394735,158307.4240454365,50.77081740154978,6422.038390212533,-50.0019274066855,6309.413070510558,-33.01875943794868,1236.5073080693878,-55.536243209508115,1952.458173540453,-54.96717189354443,2000.7532218426106,-41.812018737032325,1072.4780924296754,-44.37973137134662,1429.038188837689,3.168215475184588,424.03386601281966,-17.73719375818276,828.7561467998489,-18.839863232171542,621.7949297923858,-0.29713214161517865,1261.5212289282692,12.930088653380581,810.9453971884503,J
219.28111295402084,310.2201702922469,841.6066846555769,149849.11675658994,1827.1135081689401,76967.364965601,3247.726233381748,96562.63724621417,4401.4189382436725,68704.92674070313,46.60300353478559,11408.508991723631,18.276360539191263,4314.2356795797,-25.847210942557687,1975.0967493919934,4.447366088094755,1114.8869747760803,2.6107803856366245,747.0032391709426,-60.67938034780987,963.8782506729341,-16.735764894018057,881.8546155156732,-21.093305276043484,400.7836851406018,-6.1535746375497355,302.06863246510346,-41.83482542807012,487.14198656666593,-7.645765481432558,333.7694171762402,-20.813992681006308,439.517009979619,N
216.11094855541054,184.5622918763976,857.9154472289043,136398.48589874926,1871.7744870936099,129539.26133121042,3180.164709217078,95408.23493569341,4293.225138947572,89400.18264296025,48.91449799592492,10688.900613362974,19.530698005196424,4561.156433809457,-13.274704484254148,1662.5688892348064,5.1180394747172535,1097.0586135503454,5.061055351750781,624.2193798926509,-41.16316838755409,634.1053991317635,-13.308682138940974,879.9092666008764,-24.560781630745,346.39239813842704,-1.5004412468637613,310.8980309963314,-38.15707993867979,608.5163197934493,-6.653476728828995,422.3791197800285,-18.894385537768116,319.9413638907362,N
219.28111295402084,310.2201702922469,841.6066846555769,149849.11675658994,1827.1135081689401,76967.364965601,3247.726233381748,96562.63724621417,4401.4189382436725,68704.92674070313,46.60300353478559,11408.508991723631,18.276360539191263,4314.2356795797,-25.847210942557687,1975.0967493919934,4.447366088094755,1114.8869747760803,2.6107803856366245,747.0032391709426,-60.67938034780987,963.8782506729341,-16.735764894018057,881.8546155156732,-21.093305276043484,400.7836851406018,-6.1535746375497355,302.06863246510346,-41.83482542807012,487.14198656666593,-7.645765481432558,333.7694171762402,-20.813992681006308,439.517009979619,N
216.11094855541054,184.5622918763976,857.9154472289043,136398.48589874926,1871.7744870936099,129539.26133121042,3180.164709217078,95408.23493569341,4293.225138947572,89400.18264296025,48.91449799592492,10688.900613362974,19.530698005196424,4561.156433809457,-13.274704484254148,1662.5688892348064,5.1180394747172535,1097.0586135503454,5.061055351750781,624.2193798926509,-41.16316838755409,634.1053991317635,-13.308682138940974,879.9092666008764,-24.560781630745,346.39239813842704,-1.5004412468637613,310.8980309963314,-38.15707993867979,608.5163197934493,-6.653476728828995,422.3791197800285,-18.894385537768116,319.9413638907362,N
217.3282416665194,1840.4517185318487,802.7416907167093,154492.10987868733,1875.418231320024,176411.29505165308,3221.005169510895,317453.2625973175,4245.793596060857,149881.8343472841,80.18919410846392,14103.900827992677,24.272799349005343,2947.0374342463156,-1.8509598867279733,883.2435096720224,-17.15082538848628,788.0912976156117,13.513127753483488,578.9646171373207,-53.77330018836733,1307.797966565158,1.105426207114678,731.9870238162237,-23.19833860679666,367.22696340497106,-10.70719518714681,503.30494941201135,-29.62290324807238,511.3502011099344,-7.870143358245687,362.0878240616342,-17.809801834068008,295.12147630164947,S
203.9278659565784,2926.4860298110166,824.784970283441,187674.376447187,1880.1228713907399,251201.4604557666,3232.7532406963373,242417.59431673848,4188.324140377434,102395.3776460833,74.53804362691066,14967.738269510086,29.863470906830347,2131.64671745111,4.92062356734263,922.7303714613105,-26.97914191724998,1184.1924958588138,17.626814436828624,626.6782610875798,-49.79213335564014,989.6211730963747,-4.728511531197454,582.3938755850905,-24.267892718151867,467.63163755387893,-9.740654977835286,367.01981402192934,-32.67699924077572,600.9258010233384,-7.052493672745639,389.89206533344753,-23.345051988055623,326.13358872017324,S
205.88793047484805,2394.0217022627953,829.3925543285923,188288.14897102793,1939.8553496254501,310899.24603535834,3166.100927466317,229391.05604066528,4099.569582454715,162581.63177665786,78.49349761274169,16837.93753593254,10.203207328572804,3098.0786161421215,8.824598555469567,1670.4593011848056,-32.88167311735842,1049.4014266373738,11.969068030573009,696.8180211091045,-45.68910502956732,933.8005634462407,-12.783733886566104,612.4057979999486,-18.53685080267853,356.7325883938732,-4.4514893821549695,317.7620563278341,-31.386038581012212,424.60811785351984,-7.376174234834593,467.06734430663306,-19.85874315198518,271.28555173150403,S
185.7544554512274,1513.5184117847164,565.2683113367825,48650.73245953602,1759.6184699644532,107732.01202901817,2882.5086637928493,201467.53990359852,4120.973332495455,103177.40528816129,126.79336715835979,2764.3628670595635,-19.55081109566703,2090.967628847744,-16.771009518307622,1935.2054065438574,-48.33143291953792,2214.7171245706913,-44.69049701068421,1356.6831281250395,-58.0250558808232,826.1777113902682,-30.101680577663892,1195.3500408235382,-19.83458307310822,436.3018335535662,-33.831505158884184,1135.7189628901262,-27.763309738920906,524.8237785912786,0.8781450245578948,348.8502657766428,3.1693131016232474,296.30352663017413,A
228.11069844877403,633.3691758698639,720.2818007972575,73476.95856379725,1800.8632532201702,88488.33939163729,3210.51221848531,134086.57689252813,4187.600991099552,150742.69864339795,118.86217197433324,2854.986478805573,-7.337417197220027,3665.0886312243333,-6.995834825423825,1559.6470846383193,-39.75648751731152,1378.99682305835,7.006945224835057,1802.5663524385252,-46.55703513912083,850.7836299602458,-11.718262241719385,902.7974081099642,-29.969489018242363,332.1954098904721,-18.793020603053247,358.86219857987174,-39.68305439606543,399.3304733652217,-12.393571098595313,206.8049514681437,-31.159740225214104,374.7943120043478,B
214.54302574288153,2841.0187420839343,785.2161802053811,70457.45490873537,1859.7753474925182,78612.44932965639,3150.094477779047,195392.96240363378,4171.468443038568,139767.2294578109,139.3391747982571,3191.5575307908252,-22.712233489819305,4527.286030871671,-12.123700406260587,2135.1374294782117,-30.052865322828,947.7182135953988,4.614517641618527,1021.2001766288698,-37.389616611479376,525.6888386526457,-12.15570396771146,749.421739453759,-29.616997830990453,252.8092585013133,-31.772794635168854,402.74615892919223,-42.51846178673143,325.5158377874487,-13.945936611468449,523.2947220126887,-25.14340320815726,279.0846919673496,B
223.81287482440015,1819.9525193316638,671.7448259117709,96456.83685977089,1846.5439673629294,100659.78855989082,3053.375960974002,112293.12131087296,4112.458299244431,117512.06554951123,95.13625655824283,2855.5259609116806,-24.952764832520845,4967.421512432409,3.672967134631578,1737.296920888134,-48.45514080245154,2335.587136429285,-13.948952587649968,1246.0489835314054,-59.92315983545775,1554.548569042805,-17.80974068337273,1794.507265150646,-5.1858282693032764,397.2172343052123,-8.578198973667172,699.3449268947479,-23.035672683492717,616.1767689002116,-24.27018832937159,586.1072087301259,-30.334675377934087,556.7614970031733,F
200.93434847775177,1617.376113991417,725.3009251930474,94840.36420968937,1786.1125591667903,79336.01136517036,2995.912393973326,114586.88749683177,4075.346844019729,113296.93450921927,98.52379475848004,2733.4149256570363,-41.810221502311556,4420.707104028747,-0.9639955725155367,1505.8793675235472,-57.62288059449679,3035.1035953763962,-5.966653126041844,1235.5415876041873,-57.736680585455346,969.959520196982,-21.152778853559855,1310.301522221364,-11.771085062977845,591.698634528386,-18.88464659613119,1356.7038125828124,-25.15122854711846,380.7951439215937,-20.747411482155663,583.2884813791007,-25.823282626104078,432.29037193523453,F
