emotion,pitch_mean,pitch_stdev,f1_mean,f2_mean,f3_mean,f4_mean,f1_stdev,f2_stdev,f3_stdev,f4_stdev,mfcc_1_mean,mfcc_1_stdev,mfcc_2_mean,mfcc_2_stdev,mfcc_3_mean,mfcc_3_stdev,mfcc_4_mean,mfcc_4_stdev,mfcc_5_mean,mfcc_5_stdev,mfcc_6_mean,mfcc_6_stdev,mfcc_7_mean,mfcc_7_stdev,mfcc_8_mean,mfcc_8_stdev,mfcc_9_mean,mfcc_9_stdev,mfcc_10_mean,mfcc_10_stdev,mfcc_11_mean,mfcc_11_stdev,mfcc_12_mean,mfcc_12_stdev
B,179.1942914884961,35.00729125203887,749.2767781247788,1911.267987199644,2902.5853038481714,4055.012156468012,251.90928417822673,488.2339376635432,344.97666492463287,409.45458212794193,62.040350184870434,104.77087990033526,21.7084526574602,58.532540790182175,3.1822339997664137,51.70564814481214,-32.108278828288086,40.01490950318739,-19.458126495576863,36.71417847589021,0.34415032247875593,22.349494386720128,9.540284740504582,19.97442949423276,-20.877396822334042,20.188285468186486,8.221642889141505,23.864103367884862,-13.484701920676194,16.930795633830453,1.290055420765862,19.109618595852655,null,null
F,154.1488616771993,33.97647646191389,639.1567417406145,1848.3021714123909,3044.079651836516,4386.541576072596,288.02217303122325,347.1002011900639,437.3023066287829,641.8973095671229,107.25483506855718,96.12777100620592,13.24852167459687,34.80915664815349,40.90383260988651,48.96003725960949,-23.59966112881962,33.45409615403761,-6.3021272975724445,31.048468764452526,-43.25665377750768,30.29658037364475,4.750004516255548,24.28526298888178,0.13180091418113035,25.537207139463746,-7.283973700305632,22.14507583247168,-1.1521633257959485,17.211162086114722,-7.383547242421702,16.804846656331186,null,null
S,145.292383621748,15.278487666558236,774.0411119208622,1767.9730723886503,2971.9993449668978,3950.428142192094,446.6269427040077,572.1155503646097,550.4513548814349,369.0061007936152,162.86469801932276,212.63481057449692,20.635050206735443,75.7465454600035,47.50533562885599,69.29118116976285,-39.00163739683339,72.52751319199224,23.54977959376495,43.12591082778165,5.410328878244256,33.2406813446916,-22.474629072358415,44.03152729421605,2.9605524387862525,28.266484023059167,-14.155111186159317,31.12185534308395,3.4534864617576413,27.55962499835697,2.4667943856212684,28.19476557501142,null,null
F,157.38635070470897,34.546531344827685,698.3049603815476,1824.9502788474097,3207.0564153212217,4416.19487799879,438.67974841197474,423.1268751402576,670.5054746996184,631.9032270178992,95.88224978898123,100.81812614584524,14.765196886553193,36.69799027440768,40.74658452782864,48.45137748073409,-19.899605066787966,34.645561538437896,-9.396053137584753,35.40675918348894,-46.73585364634467,29.66127054343944,8.766917964646794,19.677658886310322,-5.16223450894449,28.252176182790627,-8.494321740611529,20.331228729134924,-4.958424164284204,15.330968581529833,-8.685829695489518,21.286192941235377,null,null
B,193.27497963902303,33.86838555355763,849.1068834748535,1849.263196826654,2928.667094436404,4162.600887499892,434.50220878205585,605.812955588128,514.7279750865765,479.7986186931743,87.95963286229451,127.50756671389854,15.46506628902435,60.942883887001315,-4.181041616822896,51.693661062985456,-27.9681001329278,39.980461739550144,-19.036298342020604,43.438981359218786,-6.247731257536301,21.26109196684191,14.582640794903126,21.88715730025573,-31.2538607101041,23.188735294591602,4.682130699791676,22.053330634618998,-7.701824729105609,15.510404921349872,-4.750597552409348,17.582542510723382,null,null
F,166.4417392372302,37.761531818649146,730.8935033288972,1892.3250492893983,3055.709825130153,4396.0844788791355,412.44551676964414,339.2870702195022,449.7375813507724,611.8267236280492,89.02555254698031,87.7673773325101,14.795581420324538,37.750171385082744,33.05947519621245,48.10354393324743,-9.979541616653037,31.11316101414359,-12.862732518753887,31.902401553478448,-42.082473621361174,32.542229022246296,6.973295322533096,24.562927455286353,-4.894558838847218,28.21403439166293,-6.2491027277296824,18.136401055350113,-6.888091411264128,15.925463971107137,-8.037517560165515,19.0901660339142,null,null
F,148.8139191593623,27.48466811405855,667.0761940166262,1778.6446660131114,2948.321344839358,4215.199660869899,400.7461088431152,486.54295140501046,569.044579726381,873.9236491725443,221.66534035799089,164.94169864880962,-4.58783066131852,89.29282063278795,55.132036023571594,48.36210635483678,-4.2069816153987505,47.29199939565287,-10.283386597052774,46.569734725220776,-9.48608616232344,43.86484448942865,-7.094635646666629,38.55866890209742,12.49332820952221,31.81301945037437,-4.082462871962989,28.337403222512197,1.1935121971116538,22.224310468101574,-0.9284202860476054,21.35550410926637,null,null
A,149.45329426894946,8.614835179980819,756.2206514898952,2005.7707220145126,3331.0257404404024,4424.077185712557,476.93989959961874,489.8889893841413,387.19911083787645,506.56359827354504,65.22300953963044,108.62896594346263,48.68872636375732,40.447292389834246,54.09291000168165,42.2633115719827,-23.30875550917352,29.960983304197857,27.753747811682782,24.716182970966067,-41.030075735088786,26.10592250397003,1.8775174707459141,24.34526167268674,-23.507657340553976,16.446391512969534,-5.326438191727266,16.494658421678086,-1.216584409551164,15.73384587324979,6.021678274782042,17.016335717986916,null,null
A,160.77789966382377,8.183333981615855,868.3320237275119,2008.0700844773162,3265.1098101359985,4447.297137432156,536.4610190417521,533.7607856034547,459.3474178355622,488.43826434519224,68.29119969089996,118.34755458331794,47.24941918359231,42.39571138918549,43.93763221790576,40.65751113925216,-12.21314686434395,32.76062231223608,29.889378515498098,23.723057358024178,-40.15553139016631,28.339854183082593,9.063726451486675,22.566354941529116,-22.418915269337397,18.7913702144414,0.3540227293574525,19.038962816184124,-6.008754660954157,15.227867254919065,3.9397708962787763,15.17779412355537,null,null
N,117.99644251635013,18.670925984065054,431.1299780966798,1869.6622005843305,2643.799550687835,3665.326582727045,198.6598005240681,185.61111367754356,281.478304226213,326.3533855675339,196.04451153633178,44.642011793964706,27.043007490123923,43.97342096890477,67.97228326780515,32.63011102239657,2.606332116208206,24.061934081045,-47.02664447090626,25.572957182871388,-47.23246040463799,20.78810723210407,-30.01493421401169,20.266950624261487,-0.7818697061159606,24.500830250532314,0.5331219307845256,12.155423134807782,-2.7674942012856487,12.515633535358754,5.400365749508882,11.190415080385902,null,null
S,142.51458048316323,21.693298154022177,614.2841738436618,1307.7471902507825,2181.6432687609095,3746.120672694305,136.6151407143593,304.7784141227999,528.7438985187587,767.4735408974508,309.9951654544692,108.40197430657419,-25.74520391382378,69.6506149652515,-77.3032043890718,52.97885795716933,1.7426763726815946,38.43196748060443,-5.667546988467695,23.841005983799715,-26.68451556578482,27.7246940317654,-0.7000498216302758,24.732078533253183,-6.799396099467612,23.732442280842818,-4.7167003996935,21.626895165340667,4.119258758622063,20.8878454828476,1.4616704367660314,15.47658034607262,null,null
S,147.6672823407631,24.795106737445895,681.5726543586384,1375.0714227956096,2199.945590984632,3759.7150731245074,188.9807068643848,337.36193610132733,667.3298955878556,718.9568070236131,297.8690740850966,109.57093471267083,-40.77317762145129,61.781455644423396,-85.23502473015236,54.79948999207879,-0.24763626786301843,34.352898839955564,1.3306565753466388,36.342379355853,-17.481531801750887,30.18187256139603,-11.065018298776131,30.040542807218852,-25.26105073652802,26.2325342401551,-0.38304218550637054,16.022884544664027,14.46707447443268,21.36353933205248,5.58752793467173,23.12920856605198,null,null
N,125.53035270019072,23.370568499866295,411.2859667914983,1899.68539606165,2637.9029813120083,3728.2297221963145,133.0661041136771,228.99122979118357,298.1691798052784,324.48442183503835,209.0880010527996,42.99147501897741,48.97315509453723,44.3211091647341,64.67985296086965,35.40552031703643,5.515527919297285,19.25550114235023,-50.49646124505844,24.192658933807813,-47.167026420573194,18.8605840973823,-26.50167658210053,20.899151492739076,-7.962734363445135,26.75395595099697,-2.8594487045209167,15.156212605797908,3.09279605715099,16.420813387360045,7.462756129667036,14.498012010323219,null,null
N,115.48639041503732,16.00305088852071,413.7524443317037,1908.213217305034,2604.368163284913,3703.5494071447774,110.78918918846779,176.6362904777277,193.64315319593075,273.6377896845536,181.15988353818835,39.723447309709776,46.99955261078779,38.1677071264235,71.61834135223609,31.945965700164173,-0.33376164808240616,21.40573113669873,-57.51318273096649,25.334846917917755,-43.842162516484166,25.039804063480183,-23.342890206773482,18.059566035946332,-3.3393872058156884,20.07504118904392,-0.7170701189644704,11.27468088360119,4.238204543756255,10.788782194924098,4.57034677155147,9.48402235668457,null,null
N,107.42322954470701,7.227885622163624,589.3142345328182,1456.4650896029875,2805.791981865687,3959.945890186512,276.40496727825143,602.9161412562876,466.6947254672238,511.3251936160193,229.88445478866842,87.86005664419613,100.15733315923865,37.42239221803216,15.19705001177338,27.694282980229413,0.8441007638462249,32.94280308686595,-11.48050705948549,25.939664988139107,32.735454214085344,18.197027467574085,6.802930475258535,15.553009164312673,9.95545320643545,17.913633931622428,1.708624562403733,19.19478874351947,15.282671184049907,13.060903338165755,19.68899168042324,11.517643144979948,null,null
J,119.76214029389268,19.372899677161932,987.762478160604,1979.7564107255964,3077.796716362635,4213.388478968184,475.62749168891264,551.5491731361208,709.0904050980383,603.7877138259377,190.07405804063598,60.35283022954976,46.58495759839247,34.58011692642582,23.32082764540512,29.706130088510367,34.68719838381313,33.80767012992236,11.49312979146314,38.33449651268336,2.5877020471071597,18.545713097723542,7.201913171603867,14.272401828683197,22.041010381718884,17.954468609537432,6.597925966955059,13.492640401212045,-4.946246909469067,13.38342326777177,-2.054963580035838,17.92668228356843,null,null
J,113.40792206382517,20.824266769510686,854.3041444424506,1822.854169115795,2935.8641923582586,4074.150660044131,423.4985478032832,405.1675120141774,581.1831105046388,498.1807745747132,187.00110685920504,48.503690789090975,35.77128844016766,24.593798331851918,25.211067621868622,26.420364886440392,38.52853263646337,31.943845117035004,11.71627073915629,24.921721450708393,1.2078093689231992,16.70551650059156,5.808279404168873,15.725038043302547,14.597510652575071,13.902583269215762,6.828973740021271,11.072525802967203,-6.978681404666258,14.071410067744251,-6.903080408798218,18.61692827093662,null,null
J,116.00354653809467,27.867011063348162,843.3724277506802,1822.194307184654,2921.4688247533945,4105.4217596897915,485.0531924719494,470.8365869076401,629.6669041528503,512.716713499122,181.8478646508243,51.43902043075788,31.580555817059405,29.128576776002426,20.33959873748745,30.583853686987215,40.79353633992894,29.289958228262343,13.755791414304905,21.93176148898093,1.7488626024176197,16.26447247446191,10.318012157244409,15.239034833208843,13.337080271532207,14.849986645230059,3.4468649586590323,10.000986323970121,-4.735889851994918,12.687038522127784,-8.736382823851232,18.879987526726957,null,null
J,134.8490740896496,19.48336025727932,1045.2127962626723,2015.1748350573002,3196.788586019504,4275.333771525131,462.74937104269094,531.8518265841985,609.4694352903163,589.5282882871367,174.46373069076313,52.42093600734404,44.66548826337186,40.21853244632457,23.773390171784822,28.32476473782446,43.26185626016662,28.609579460244493,13.986670836784858,38.724483269982656,3.177202024175966,14.804026412864182,2.695085425356371,15.932902986373927,15.9039539737537,17.00368695095977,6.664263840237606,12.02001416520731,-6.460293702133607,15.12913534567938,-3.8530734603342562,18.99896228517474,null,null
B,210.7711824585352,29.621583635307093,657.5722741267094,2032.2016150429868,2875.449085291995,4031.8514978913977,314.12691957837706,302.8350197195225,291.7641870017515,290.62231065315626,119.76343334197577,149.35088678249812,9.143022127438913,49.039640310409936,4.545946082440424,34.874930419517604,-33.58905648376333,52.379708634176836,-70.28993101045506,35.05620426116886,-20.743440917328538,35.611421669575094,-20.455732592154217,17.352315826934102,-12.988223826867337,16.363283708175366,-26.713488038872118,22.482678359817385,-14.785516465267547,12.362950319329627,-13.542334486302572,18.39757124900355,null,null
S,107.49496242360887,23.085687763295237,951.274620493946,1937.1014959414244,2962.573860808701,4132.3337501856,474.13118154552143,449.742476539404,505.3171840138523,440.6197230971305,129.24400930314275,93.58398010128369,20.04356617889342,30.667339077515397,37.37909441330208,25.864560802866308,31.378500018482303,30.405732524007497,11.470337476654018,19.57563332621412,11.888832859635297,18.263344946964885,12.214818623801996,18.862557257790385,11.51655097922401,15.963436215145627,2.512553019661165,14.929581913478133,2.2174419924338764,12.349459983681118,-2.4228321248502627,12.63847694784068,null,null
S,95.3737110896341,7.196857751399032,1134.8047734226707,2233.8315213401766,3446.397903541032,4452.319351974201,345.07585112791253,394.5998012627459,370.78208762884844,366.6636599265079,122.27832919804773,67.79584635605896,59.97436126292303,23.184821520914422,33.830087305692686,21.57266894282227,34.032255909513694,23.87511814495876,37.63097582154712,14.26592012480566,23.8827560322429,18.252824898876653,18.11190951553058,18.20392160257571,19.27937334257762,15.452116283721832,6.9157895663926965,17.186513830788453,5.092026565964879,12.21393352084005,0.2654539018093247,10.15977471450612,null,null
S,96.21689692662402,12.360864157381414,830.9567540766833,1828.908549428702,2885.73896458556,4135.8893475930845,396.65052790374926,353.4451972217319,449.64583658081796,401.90471633673883,140.9138047122604,70.89194671417022,23.838027112753952,21.821778749778346,30.068086797932907,20.124752651234154,42.05286710724315,24.61119385034862,20.074300635114007,14.989976930573082,16.200029647770318,14.231907007817892,24.04378788314547,15.880385699744831,18.677494834122793,19.04347080846635,10.2019595345097,14.692260385181372,3.5250867236849004,11.896363218592013,-5.802042052510483,11.96508220817475,null,null
B,231.22332994046548,29.141158374142897,907.5073180834722,1936.3472631135796,2919.1425190834957,4069.052405121365,329.7526793186097,254.13026053611338,399.15029176153445,435.40501067513514,77.23203908214009,51.47052030166591,-28.960360510189023,51.46954336237655,22.053181675466842,30.02004623061019,3.5837603445936086,44.69657539994287,-1.0382230524733729,31.430674964152633,-11.589420529438055,32.98129261458837,15.268315002368825,26.15014943082155,0.686861362092214,17.892200795197212,-15.294109475902687,24.582597379399385,-15.913912280989909,24.596201185091168,-9.274186725275158,25.936456229289345,null,null
F,217.7340323950221,42.00981413565775,713.9909177359898,2023.51325593658,2721.6948106423797,3919.6248005318675,203.66398044808707,268.21189925068825,188.38148077422676,307.63305090349587,5.933959308787201,96.05829971437834,-165.56501788393626,85.04151075091788,7.458976242310671,36.81188141991545,-119.72169488573367,58.91881678922908,-74.72543170030784,40.46771052692487,-71.36099061943995,30.647609939399395,-22.006235314845387,19.870257279696215,-39.04346193433695,21.64205789559489,-50.29999672137651,24.655668532410598,-7.135996798731408,17.995523802509933,-58.30045265772025,24.15069752639299,null,null
F,243.4688246544159,40.10425042704835,852.8986397018377,2066.947756942873,2793.306738288368,3980.6184793805314,327.3532339818091,277.65198675139106,300.2911301238974,395.5637727413934,27.492610345020754,82.28982199302884,-146.7723493744759,91.48472489179719,31.092769316834087,51.75540539663307,-82.72773190988862,77.70149204097815,-40.393580409177915,38.914831391699686,-63.29032789586951,36.49043494889471,-1.8295808135140723,22.18038336851881,-38.16630282766624,25.935865543276453,-26.099322659496835,22.846908852788992,-1.9291970216582592,21.12782733447622,-65.38667558188307,29.128272693545078,null,null
B,215.02015123492382,21.751583995506966,911.2403659702112,2002.3709708852246,3047.100590257789,4135.946830278736,302.1168157943742,244.58166066259056,360.75869736550777,390.78496227571287,87.98618516412648,45.50707594979479,-15.292820206277344,46.17205312808686,30.610768241815354,30.516934296858203,-3.446514938516354,51.394852912133985,-0.5219273283198365,32.83916022614703,-8.082513019807843,33.64998208290014,18.24077436285797,29.26290558465936,1.3095718050468146,18.637762150101164,-16.91710858801962,25.449311736354854,-13.997099412966694,22.258761082231935,-6.58498232000144,21.837818834694314,null,null
B,223.42548451206554,41.554823562442635,906.6376281972966,1937.0198071281427,2864.103112856657,3937.471755051345,263.84284214015037,239.13159634746114,341.9069834436488,378.83031531477405,84.80367349448831,42.77750425913195,-35.5824429084852,59.104611785079655,23.888176979593183,30.981312662742724,-1.4510037485191252,43.359662630281434,-0.7146398001245798,35.94474465013826,-5.073038157356003,31.869745716661757,12.10205860751966,22.69632727261466,6.802075034148292,15.34174110192801,-12.32416662997449,22.362231391628907,-12.941667756213882,23.759624116445053,-4.279654866863289,19.8518435290471,null,null
F,250.71119317956885,31.495486668375662,707.9821730433065,2111.139894455714,2755.645440526957,3936.6719193385666,213.1967840178408,310.38604068825373,268.34594025521756,438.12266792300267,41.808125033155164,74.89472940978844,-133.36359709922996,92.49465533899271,31.874137089745993,38.66767490044065,-103.56622646501502,56.4615816809338,-61.319923759046425,36.993177280471855,-57.44931807875216,30.357765724838966,0.47293106775468163,21.05245124088408,-52.69009756077663,18.883293419022227,-38.31602043601385,16.65329225775632,-9.924984111530673,15.950445583469365,-59.00129926265469,18.934389054241574,null,null
B,212.4907638118237,49.607607116573625,896.8691256848878,1888.3597806035752,2840.423714427984,4037.995193858407,246.9899614986304,226.67663005729634,338.86091869088534,319.82446449348487,89.26955267272048,46.96224351613607,-26.386611640807445,47.009795484857975,12.991543407660128,26.112829215378973,8.026985034647906,41.928829106109795,1.7993565841016976,29.74957407248836,-4.072488985411089,32.43498165610732,15.600756100272019,23.178548783634533,6.04198334632697,17.879694347359887,-10.784524732642847,23.252295480042452,-11.105439732575103,21.998420884405242,-8.607348267740813,24.923688797305747,null,null
F,219.94284148179514,47.273806324464815,699.1794973836118,1915.7770590358257,2944.657348279103,4082.5780492674307,256.13055600754615,346.0698916519912,358.65725489632337,342.6660360196156,63.082574896399436,71.75236858061737,-43.67046222691156,66.05583090710478,0.40367133280396067,57.74896302251197,-66.63767536552625,47.918491654467246,-28.41263065423827,31.428872808836754,-53.45308172727386,36.91984591593972,-5.501609315216945,31.518954735842794,-28.653814700556698,21.13443840528624,-12.840457894500217,27.93763088268549,-12.585871619234453,25.877818705711388,-15.15684806950829,26.395332516040472,null,null
F,189.64356947547654,42.89262715153967,755.1470527414048,1899.279512527296,3103.1997763386057,4277.1357903692515,270.6348334691184,308.46432007524606,463.3017490705812,546.5823493389868,43.48773371872708,52.21394330922006,-36.322259849529736,70.92014923079473,1.78011389405151,59.80194654308885,-49.686076714612994,51.096356468542375,-21.889760818363932,34.858857664364905,-44.56135308316396,44.53457311084399,0.6804019407551537,29.661802950948694,-22.977850535438392,21.452413597513047,-9.48836023913043,24.552201751155362,-5.741271375440472,21.308327582269612,-3.1833298004180257,24.395874801822323,null,null
B,157.35847165732866,49.97963712063953,760.8355704568331,1809.572178242703,2993.7089455690348,4123.968851802645,332.29768800810433,451.37357773865153,467.95620229011735,474.4176639384586,127.27434451248122,123.81052420360062,31.847927114806026,46.58229734289867,7.407996767084097,40.636961942674226,-8.269932057840352,48.05794252914831,14.088432857311192,28.87170409252451,3.6476002431366616,29.791465882503882,3.8271359652753265,26.839942781851548,-14.763737085180404,19.170711665332668,-28.069609940453052,27.620483847017837,-14.35519331528484,19.89542769668415,-25.52616884520715,24.538560832071934,null,null
N,154.3189824232821,27.663681589267537,579.2238547857994,1675.4492662554198,2884.4787377208345,4031.8905619805773,300.02175914776535,453.3732190322238,540.1273215128617,478.89772036811684,177.16834677700896,117.41936387352764,28.513629867652067,43.25275492295118,43.60461769034465,40.184083374643684,-32.745320798447196,45.02673016160331,-3.9624497523218976,31.831630183952765,-42.07480980216696,26.617918369942846,4.308468013216238,28.22011221962398,-5.687178666893955,17.626848111580916,-14.18185100922698,17.074125993360543,-8.637759770104639,16.185540139741853,2.8214003708605326,16.916557485879185,null,null
B,133.57373939168738,28.018490082963762,744.8626722069221,1750.6586394756735,2869.8345909424925,4145.606525834282,331.9796658436294,526.411659911151,570.3515302636314,416.4995674216951,127.40448471742513,136.81569410272792,27.36596295977557,50.50899983072996,-3.603649125677468,39.32551415679585,-5.069724420339082,37.04865439781319,20.79920167689299,27.902922304567106,-6.037815628728555,25.63871589273264,9.025318463007018,22.330077360373114,-19.032224182471555,24.311622063200673,-32.480659800259836,27.160252801420842,-12.285583566280627,24.583212645468933,-20.659594120029297,23.576981563781892,null,null
B,152.42006532931333,55.48368211614423,756.4347167835227,1738.8450395415198,2906.292354272054,4116.368137229971,377.08783079066933,524.5785431916911,556.521736465395,449.6248185607069,135.99800250580316,130.72304894097329,21.678668296583446,61.83867032641865,-3.167941331884645,39.104365480336504,-8.600591484683838,45.562589427861326,16.139805047731517,32.46167813564226,-7.458650606138654,26.879164899703106,5.437049705573524,23.626296932019635,-20.68156477805582,26.749204731156418,-27.686349128104776,28.68986788408098,-13.208247594364735,23.463866477841922,-22.617931986608866,23.177444656244678,null,null
N,140.19839302292425,22.296149356844047,528.2901414967756,1772.479752169787,2824.597459896645,4074.717895602527,255.1540889996139,375.2445725344187,565.8278951770403,455.0782191592292,185.91164068532234,99.32982293518312,32.308478330190965,44.28380324936942,50.069587951893574,47.33972853517578,-20.886687194616655,44.71652371326726,-2.9690062582550034,27.053227684348283,-46.23829619321867,28.888195318491817,7.7895970380499575,25.937329476919473,-1.5734326810802026,18.79420740081661,-14.137316516159046,17.02952043416409,-11.5488584723399,14.19090203696503,3.158370547033714,13.214209360553019,null,null
N,99.49112866097578,5.339801328931547,729.6814224777493,1776.3673535636945,2931.352429937017,3972.2552237552623,168.4794707015735,414.82758597526043,252.19166030550628,394.1096158485667,138.11071088524105,42.33061394930855,21.65857433898027,26.887955169804854,3.6645104462565308,20.411894372822,-4.049222429908532,31.97710825320915,-1.8774423793381234,15.286176191972991,19.576766653064535,22.28552697665435,-2.6807049350926335,22.573468141941287,11.384264315299598,14.818565966944119,17.717996695968715,16.45615761835655,0.8961078206577393,11.265126297349735,4.766002440059545,15.10483187443915,null,null
D,143.21920757612003,15.738135430915571,774.4333856878053,1807.4497189626654,3130.997784015847,4222.023506665612,362.4820132172728,407.32976626247245,626.4759809018435,577.2231045934935,106.03032121282598,124.7459433331395,-26.421052288074172,54.98026269565467,50.137386170039285,44.6388822883231,-46.30623691082106,45.605841909094075,18.878785873394442,30.79880529292485,-45.56951845158809,30.9357499329354,13.345640117221194,29.496348642426533,0.8602253866110575,21.55878401642179,-6.100261445581201,30.17027333018937,9.883262854454827,26.356471052280703,-8.289054637698737,16.280573870836015,null,null
